NUMPATH,RATE
412,0.0453664
413,0.0312495
414,0.0202144
415,0.0508525
416,0.0406117
417,0.0597119
418,0.055378
419,0.0501267
420,0.0394432
421,0.0521445
422,0.035642
423,0.0301628
424,0.0605486
425,0.0512033
426,0.0564908
427,0.0714264
428,0.0381476
429,0.0534331
430,0.0420053
431,0.0594342
432,0.0501063
433,0.0238619
434,0.0286373
435,0.0428913
436,0.0290718
437,0.0506828
438,0.0551746
439,0.0228353
440,0.0736926
441,0.0659324
442,0.0233646
443,0.0319103
444,0.0717454
445,0.0563654
446,0.0478569
447,0.071981
448,0.0548404
449,0.0548141
450,0.0322336
451,0.0510514
452,0.0564259
453,0.0807511
454,0.0397899
455,0.0410381
456,0.0373107
457,0.0433819
458,0.0645854
459,0.0487862
460,0.0728695
461,0.00422098
462,0.0435272
463,0.0384908
464,0.0473466
465,0.0315609
466,0.0537085
467,0.0262571
468,0.0382178
469,0.0319323
470,0.0319383
471,0.0289727
472,0.0497455
473,0.0632042
474,0.0558734
475,0.0391399
476,0.0440797
477,0.0445389
478,0.0481048
479,0.0602708
480,0.029097
481,0.0436012
482,0.0353345
483,0.0197491
484,0.0531574
485,0.0253647
486,0.0391824
487,0.0323414
488,0.0415478
489,0.0221755
490,0.0536496
491,0.0259708
492,0.0310485
493,0.0428528
494,0.0639941
495,0.0664777
496,0.061489
497,0.02135
498,0.0415254
499,0.043329
500,0.0272527
501,0.0476336
502,0.0705885
503,0.0404169
504,0.0340409
505,0.0257122
506,0.0271632
507,0.0293352
508,0.0447449
509,0.0377382
510,0.0513342
511,0.0283364
512,0.0336533
513,0.0807514
514,0.0475184
515,0.0571795
516,0.0663448
517,0.0307913
518,0.0678141
519,0.0451749
520,0.0645083
521,0.0306027
522,0.0584319
523,0.0512374
524,0.0343968
525,0.0251856
526,0.049074
527,0.0353574
528,0.0288627
529,0.0133038
530,0.0650652
531,0.0381421
532,0.0586249
533,0.0422909
534,0.0509005
535,0.0428737
536,0.0664742
537,0.0401077
538,0.0452623
539,0.0499485
540,0.0536449
541,0.0745618
542,0.0474791
543,0.0287226
544,0.0372044
545,0.0418896
546,0.0333185
547,0.0502844
548,0.0538692
549,0.0412423
550,0.0528672
551,0.0198894
552,0.055685
553,0.0609667
554,0.0553233
555,0.0435719
556,0.0584359
557,0.0403831
558,0.0295383
559,0.0357524
560,0.061249
561,0.0592979
562,0.00665476
563,0.0240232
564,0.0506831
565,0.0639512
566,0.0582275
567,0.0482202
568,0.0485919
569,0.0457687
570,0.0399388
571,0.066713
572,0.0290504
573,0.0595975
574,0.0276491
575,0.0240566
576,0.0724772
577,0.0501246
578,0.0450561
579,0.0387208
580,0.01697
581,0.0355239
582,0.0657127
583,0.0206713
584,0.0458396
585,0.0546658
586,0.00604039
587,0.0248364
588,0.0519822
589,0.0461492
590,0.0873051
591,0.0451482
592,0.0117078
593,0.0442272
594,0.0329206
595,0.080545
596,0.0378666
597,0.0223268
598,0.0503486
599,0.0426028
600,0.0432268
601,0.040089
602,0.0436667
603,0.0572322
604,0.0523584
605,0.0371283
606,0.0547573
607,0.0529931
608,0.0414503
609,0.0463965
610,0.0449699
611,0.0646508
612,0.0434535
613,0.0397162
614,0.0437836
615,0.0305462
616,0.0525925
617,0.034382
618,0.054213
619,0.0302112
620,0.027223
621,0.0579779
622,0.0437471
623,0.0761656
624,0.0718404
625,0.0519279
626,0.0648715
627,0.0359305
628,0.0367029
629,0.0525542
630,0.0550672
631,0.048889
632,0.0471182
633,0.0731997
634,0.04188
635,0.0415946
636,0.0527253
637,0.0187745
638,0.0407937
639,0.0309527
640,0.036034
641,0.0709072
642,0.0350446
643,0.0290531
644,0.0519734
645,0.0524151
646,0.0635753
647,0.0614907
648,0.0594128
649,0.0377153
650,0.0354516
651,0.0471306
652,0.104111
653,0.0491389
654,0.0363037
655,0.052949
656,0.038827
657,0.0584348
658,0.0423631
659,0.076528
660,0.0558924
661,0.0340375
662,0.0387094
663,0.0533614
664,0.0412785
665,0.0354844
666,0.0495606
667,0.0465212
668,0.0569199
669,0.02275
670,0.0425552
671,0.0437859
672,0.0460105
673,0.0260231
674,0.0136901
675,0.0457197
676,0.0261918
677,0.0500061
678,0.0483247
679,0.0608091
680,0.0511599
681,0.0566794
682,0.0497118
683,0.0376798
684,0.0298254
685,0.0508466
686,0.0589932
687,0.0672548
688,0.0599573
689,0.0414856
690,0.0411836
691,0.0537315
692,0.0588078
693,0.0442929
694,0.0487778
695,0.041383
696,0.0434728
697,0.0541258
698,0.0662035
699,0.0380647
700,0.0383873
701,0.039889
702,0.0457712
703,0.035285
704,0.0385318
705,0.0532014
706,0.0448304
707,0.054102
708,0.0503218
709,0.058055
710,0.0236048
711,0.0362725
712,0.0400486
713,0.0508069
714,0.0649825
715,0.0585135
716,0.0546755
717,0.0524975
718,0.0333587
719,0.0528532
720,0.00545725
721,0.0234474
722,0.0429225
723,0.041138
724,0.032098
725,0.0338393
726,0.0630905
727,0.0945254
728,0.0232974
729,0.0536199
730,0.0592424
731,0.0242901
732,0.0213651
733,0.0458983
734,0.0605713
735,0.0437692
736,0.056984
737,0.0410083
738,0.0825181
739,0.0428889
740,0.0592156
741,0.0388448
742,0.0416972
743,0.0168198
744,0.0514919
745,0.0503016
746,0.0483185
747,0.0590761
748,0.0461209
749,0.0439857
750,0.0287682
751,0.039579
752,0.0253062
753,0.0395304
754,0.0453316
755,0.0571118
756,0.0260071
757,0.0417854
758,0.0504847
759,0.0414752
760,0.0396406
761,0.0547209
762,0.0395024
763,0.0349522
764,0.0588173
765,0.0429488
766,0.0299283
767,0.0576922
768,0.0334208
769,0.0395704
770,0.0263224
771,0.0294969
772,0.0484857
773,0.0414125
774,0.0233999
775,0.0344809
776,0.0568456
777,0.0348793
778,0.0301637
779,0.0207484
780,0.05627
781,0.0493002
782,0.0303578
783,0.0394647
784,0.0147632
785,0.0428833
786,0.0522815
787,0.0422228
788,0.0353737
789,0.0487867
790,0.0334958
791,0.0360992
792,0.0644018
793,0.0445318
794,0.0515855
795,0.0354144
796,0.0456669
797,0.0270882
798,0.0269435
799,0.0172759
800,0.0508199
801,0.0445992
802,0.0639297
803,0.046966
804,0.0459401
805,0.0321146
806,0.0469918
807,0.0643025
808,0.0406495
809,0.03151
810,0.0350974
811,0.0521752
812,0.0666353
813,0.0359795
814,0.0437051
815,0.0418351
816,0.0193049
817,0.0499519
818,0.0387014
819,0.0281538
820,0.0468495
821,0.0838784
822,0.0736493
823,0.0442076
824,0.0531539
825,0.0700829
826,0.0271111
827,0.0494588
828,0.0277204
829,0.0570933
830,0.0300178
831,0.0629443
832,0.0221536
833,0.0315893
834,0.0570337
835,0.0332721
836,0.0566809
837,0.0544479
838,0.044575
839,0.0698283
840,0.0352454
841,0.0164899
842,0.0407833
843,0.0422965
844,0.0371042
845,0.0642648
846,0.0313293
847,0.0425325
848,0.0385823
849,0.0550777
850,0.0194617
851,0.0362054
852,0.0245426
853,0.0472069
854,0.047262
855,0.0241036
856,0.0817198
857,0.0520048
858,0.060381
859,0.0383403
860,0.0560032
861,0.0407842
862,0.0226497
863,0.0508063
864,0.0584098
865,0.038899
866,0.0388196
867,0.0452872
868,0.0338438
869,0.0324173
870,0.0496743
871,0.0739524
872,0.0530058
873,0.0451427
874,0.0635861
875,0.0652288
876,0.0386776
877,0.0639026
878,0.035737
879,0.0445224
880,0.0595477
881,0.0390298
882,0.0217635
883,0.0221386
884,0.0349252
885,0.0467473
886,0.0398834
887,0.012916
888,0.055262
889,0.0464515
890,0.0427789
891,0.0394077
892,0.032496
893,0.0686107
894,0.022687
895,0.0672555
896,0.0229157
897,0.0646689
898,0.0332017
899,0.0433424
900,0.0392363
901,0.0309276
902,0.0349744
903,0.0227131
904,0.0424163
905,0.0390233
906,0.0477268
907,0.0197549
908,0.0418132
909,0.0428144
910,0.063151
911,0.0311365
912,0.063169
913,0.0630789
914,0.0361547
915,0.0523619
916,0.0491664
917,0.0440019
918,0.0507434
919,0.046725
920,0.06782
921,0.0293623
922,0.0598909
923,0.068737
924,0.0669758
925,0.0384054
926,0.0407735
927,0.0414448
928,0.0423926
929,0.054999
930,0.0653495
931,0.0439849
932,0.0663498
933,0.0501996
934,0.0397993
935,0.0390988
936,0.048727
937,0.0213063
938,0.060322
939,0.0289994
940,0.0305248
941,0.0403506
942,0.0613233
943,0.0365158
944,0.015273
945,0.0194447
946,0.0548137
947,0.0202113
948,0.0600787
949,0.0680855
950,0.0369805
951,0.0632055
952,0.0408855
953,0.0615698
954,0.0674627
955,0.0362233
956,0.0353008
957,0.0222028
958,0.0262611
959,0.0500501
960,0.0639931
961,0.0361916
962,0.0643034
963,0.0326202
964,0.0450895
965,0.0278928
966,0.0220479
967,0.046165
968,0.0493143
969,0.0521029
970,0.0516336
971,0.0448297
972,0.0428325
973,0.0461366
974,0.0413779
975,0.0415463
976,0.0381732
977,0.0332194
978,0.0406268
979,0.0302056
980,0.050212
981,0.0374565
982,0.0705929
983,0.0459393
984,0.0263465
985,0.0638301
986,0.0417276
987,0.0397213
988,0.0533542
989,0.0407223
990,0.0610825
991,0.0469428
992,0.03224
993,0.0260522
994,0.0503383
995,0.0336053
996,0.0598613
997,0.0338557
998,0.0489277
999,0.0449665
1000,0.0320077
1001,0.0324723
1002,0.0707913
1003,0.0331369
1004,0.0619716
1005,0.0655093
1006,0.0519097
1007,0.0456224
1008,0.0462565
1009,0.0401009
1010,0.0528591
1011,0.0515118
1012,0.0233605
1013,0.0394598
1014,0.0810175
1015,0.0578524
1016,0.0447455
1017,0.0566423
1018,0.0496038
1019,0.0475496
1020,0.0454713
1021,0.0348438
1022,0.043581
1023,0.035628
1024,0.0490068
1025,0.0316157
1026,0.0594616
1027,0.0527626
1028,0.0297505
1029,0.065463
1030,0.0521265
1031,0.0705806
1032,0.0427567
1033,0.0328558
1034,0.0307317
1035,0.0355845
1036,0.0439391
1037,0.0444502
1038,0.0325867
1039,0.0602606
1040,0.0161946
1041,0.0601545
1042,0.0585158
1043,0.025116
1044,0.0424642
1045,0.0602604
1046,0.0320714
1047,0.0378107
1048,0.0490301
1049,0.0461936
1050,0.031991
1051,0.0565521
1052,0.0450424
1053,0.0781336
1054,0.0386877
1055,0.0644188
1056,0.0640524
1057,0.0654021
1058,0.0622404
1059,0.0390441
1060,0.0470431
1061,0.0296561
1062,0.047013
1063,0.035336
1064,0.0346015
1065,0.043918
1066,0.0343007
1067,0.0521628
1068,0.0267146
1069,0.0417591
1070,0.0536762
1071,0.0290726
1072,0.0413137
1073,0.0549056
1074,0.0357627
1075,0.0475617
1076,0.065142
1077,0.0226064
1078,0.0421799
1079,0.0292169
1080,0.0487141
1081,0.0318036
1082,0.0574682
1083,0.0538787
1084,0.0649137
1085,0.0368425
1086,0.028873
1087,0.0715053
1088,0.0412317
1089,0.0356319
1090,0.0175002
1091,0.0686383
1092,0.0428514
1093,0.0618102
1094,0.0305118
1095,0.0478041
1096,0.0598687
1097,0.0687049
1098,0.0488703
1099,0.0473637
1100,0.0361861
1101,0.0304449
1102,0.0304374
1103,0.0367565
1104,0.0836848
1105,0.0546589
1106,0.0466273
1107,0.0425107
1108,0.0432298
1109,0.0306193
1110,0.0194212
1111,0.00836978
1112,0.0807451
1113,0.0255661
1114,0.0508675
1115,0.0845761
1116,0.0638769
1117,0.0262764
1118,0.0167878
1119,0.041344
1120,0.051805
1121,0.0376823
1122,0.0448458
1123,0.0529161
1124,0.0407566
1125,0.0586046
1126,0.0152694
1127,0.0428034
1128,0.0406325
1129,0.0254877
1130,0.0326432
1131,0.0438865
1132,0.0579141
1133,0.0346219
1134,0.0276304
1135,0.0365851
1136,0.0572007
1137,0.0580872
1138,0.0375335
1139,0.0420852
1140,0.041863
1141,0.0499946
1142,0.0323478
1143,0.0468856
1144,0.0299238
1145,0.0615127
1146,0.0483984
1147,0.0659051
1148,0.0598223
1149,0.0319931
1150,0.0522639
1151,0.0522409
1152,0.0554367
1153,0.0634027
1154,0.00984193
1155,0.0305413
1156,0.0480665
1157,0.0460104
1158,0.0438709
1159,0.0448537
1160,0.0621626
1161,0.0514789
1162,0.0231583
1163,0.054025
1164,0.0572189
1165,0.012395
1166,0.0443409
1167,0.0399279
1168,0.0311659
1169,0.0321181
1170,0.032923
1171,0.0310558
1172,0.0557466
1173,0.0351289
1174,0.019693
1175,0.047266
1176,0.0307916
1177,0.0441302
1178,0.0244403
1179,0.0238427
1180,0.0383181
1181,0.0383696
1182,0.0542956
1183,0.0557217
1184,0.0198958
1185,0.0371526
1186,0.0491021
1187,0.0421165
1188,0.0495555
1189,0.0361523
1190,0.0801169
1191,0.0371004
1192,0.0475201
1193,0.0368828
1194,0.0445136
1195,0.0551634
1196,0.0288334
1197,0.0423803
1198,0.0533891
1199,0.0534197
1200,0.0441563
1201,0.0305139
1202,0.0488965
1203,0.053098
1204,0.0449709
1205,0.0415867
1206,0.0490771
1207,0.0520087
1208,0.0355602
1209,0.0248885
1210,0.0420988
1211,0.0548101
1212,0.0438956
1213,0.041626
1214,0.0554055
1215,0.0407512
1216,0.0470784
1217,0.0452099
1218,0.0290293
1219,0.0320205
1220,0.0300109
1221,0.0523685
1222,0.0149713
1223,0.041488
1224,0.0372572
1225,0.0510461
1226,0.0629985
1227,0.0655101
1228,0.0411222
1229,0.0413736
1230,0.0391675
1231,0.0361088
1232,0.0389914
1233,0.0525323
1234,0.03832
1235,0.0406608
1236,0.044759
1237,0.0501075
1238,0.0593077
1239,0.0441052
1240,0.0513552
1241,0.0160289
1242,0.0347419
1243,0.0617765
1244,0.0448604
1245,0.0339437
1246,0.0454726
1247,0.0525951
1248,0.0235697
1249,0.0431583
1250,0.0353323
1251,0.0245524
1252,0.0586012
1253,0.0455002
1254,0.0551549
1255,0.0506369
1256,0.0343793
1257,0.0250184
1258,0.0573524
1259,0.0466247
1260,0.0587507
1261,0.0418762
1262,0.0556453
1263,0.0459477
1264,0.02891
1265,0.057796
1266,0.0365075
1267,0.0619539
1268,0.0732238
1269,0.0474595
1270,0.0446391
1271,0.0362004
1272,0.0386306
1273,0.0573672
1274,0.0500336
1275,0.040997
1276,0.0243601
1277,0.0700375
1278,0.0303824
1279,0.0441727
1280,0.0490164
1281,0.0593597
1282,0.0400447
1283,0.0382553
1284,0.0551538
1285,0.0321113
1286,0.0490425
1287,0.0125807
1288,0.0602992
1289,0.0559399
1290,0.023697
1291,0.0595594
1292,0.0601518
1293,0.0348943
1294,0.0333514
1295,0.04144
1296,0.0386855
1297,0.0666736
1298,0.0400518
1299,0.0274407
1300,0.0519534
1301,0.0634248
1302,0.0419485
1303,0.0480358
1304,0.0280191
1305,0.0432223
1306,0.0527836
1307,0.0599218
1308,0.047454
1309,0.0605951
1310,0.0721482
1311,0.0591731
1312,0.0606146
1313,0.0452406
1314,0.0562756
1315,0.0683619
1316,0.0450495
1317,0.0604226
1318,0.0350301
1319,0.0250997
1320,0.0363147
1321,0.0618769
1322,0.0354771
1323,0.0534832
1324,0.034301
1325,0.0316943
1326,0.0289596
1327,0.0564741
1328,0.0519832
1329,0.0492143
1330,0.0492419
1331,0.0530494
1332,0.0342226
1333,0.0653615
1334,0.0543131
1335,0.0671303
1336,0.0470008
1337,0.0445514
1338,0.0303621
1339,0.041778
1340,0.0437776
1341,0.0576757
1342,0.0733553
1343,0.038284
1344,0.0462003
1345,0.0473189
1346,0.0205297
1347,0.0250895
1348,0.0764064
1349,0.0356473
1350,0.0157498
1351,0.0431018
1352,0.0362812
1353,0.0359242
1354,0.047466
1355,0.0507988
1356,0.0527297
1357,0.0593732
1358,0.064637
1359,0.0578719
1360,0.0260157
1361,0.0286302
1362,0.0426746
1363,0.0481288
1364,0.058762
1365,0.0499089
1366,0.0546596
1367,0.0432688
1368,0.0566213
1369,0.0383081
1370,0.0476857
1371,0.0630593
1372,0.0431362
1373,0.0443181
1374,0.0539689
1375,0.0403425
1376,0.0561771
1377,0.0243717
1378,0.0570772
1379,0.0666619
1380,0.0559849
1381,0.0456289
1382,0.0175686
1383,0.0509881
1384,0.0521859
1385,0.0682096
1386,0.062894
1387,0.0345339
1388,0.0236866
1389,0.0447201
1390,0.0370024
1391,0.041936
1392,0.047025
1393,0.0564933
1394,0.0387056
1395,0.0406902
1396,0.0520958
1397,0.0636915
1398,0.0364155
1399,0.0445706
1400,0.0537657
1401,0.0191606
1402,0.0382571
1403,0.0494742
1404,0.0246852
1405,0.0377879
1406,0.0357021
1407,0.0298292
1408,0.0218328
1409,0.0437602
1410,0.0530715
1411,0.0454003
1412,0.0754834
1413,0.034821
1414,0.00283214
1415,0.0443021
1416,0.0183442
1417,0.0425464
1418,0.0394469
1419,0.0437847
1420,0.0475514
1421,0.0327723
1422,0.0514109
1423,0.0386699
1424,0.0427396
1425,0.0668688
1426,0.0487823
1427,0.0351719
1428,0.0349278
1429,0.0386653
1430,0.0558785
1431,0.0529706
1432,0.0450685
1433,0.0501927
1434,0.0602127
1435,0.0401245
1436,0.0506549
1437,0.0343428
1438,0.0363528
1439,0.0523571
1440,0.0383583
1441,0.0662654
1442,0.0414398
1443,0.0418377
1444,0.0409701
1445,0.0335227
1446,0.0397773
1447,0.0298963
1448,0.0489329
1449,0.0528246
1450,0.0385576
1451,0.0642604
1452,0.0420585
1453,0.0649591
1454,0.0234295
1455,0.0516324
1456,0.0375859
1457,0.0451904
1458,0.0477336
1459,0.0574548
1460,0.0266443
1461,0.0424491
1462,0.0478692
1463,0.0596017
1464,0.0326744
1465,0.0358698
1466,0.0389835
1467,0.0379395
1468,0.0263019
1469,0.0536131
1470,0.0334199
1471,0.0255853
1472,0.0443318
1473,0.0624701
1474,0.0550641
1475,0.0547454
1476,0.0453277
1477,0.0336558
1478,0.0357367
1479,0.0493812
1480,0.0401828
1481,0.0555595
1482,0.0519307
1483,0.0621387
1484,0.0488183
1485,0.0279465
1486,0.0311629
1487,0.0399993
1488,0.0723416
1489,0.0633707
1490,0.0559126
1491,0.0545223
1492,0.0424041
1493,0.0174889
1494,0.0388272
1495,0.0171976
1496,0.0776513
1497,0.0532463
1498,0.0581121
1499,0.00594203
1500,0.0273417
1501,0.0743244
1502,0.044631
1503,0.0429033
1504,0.0646873
1505,0.0631562
1506,0.0242969
1507,0.0497109
1508,0.0357661
1509,0.0387023
1510,0.0374842
1511,0.048301
1512,0.0606932
1513,0.0548423
1514,0.056276
1515,0.0238897
1516,0.0669601
1517,0.0280993
1518,0.0652795
1519,0.0415536
1520,0.0297544
1521,0.0498246
1522,0.0652971
1523,0.0480499
1524,0.0546584
1525,0.0469325
1526,0.0510774
1527,0.0364445
1528,0.0546752
1529,0.0548723
1530,0.0781059
1531,0.0397952
1532,0.0221485
1533,0.0327176
1534,0.0462574
1535,0.040016
1536,0.0466828
1537,0.0621627
1538,0.0332395
1539,0.0589582
1540,0.0444797
1541,0.0680466
1542,0.0653787
1543,0.0432166
1544,0.0321799
1545,0.0425777
1546,0.0615899
1547,0.0483993
1548,0.0313199
1549,0.0502916
1550,0.0406289
1551,0.0496567
1552,0.0483018
1553,0.067399
1554,0.0321587
1555,0.0552468
1556,0.0431658
1557,0.060791
1558,0.0445467
1559,0.0394921
1560,0.0328633
1561,0.0526122
1562,0.0487964
1563,0.0486816
1564,0.0486455
1565,0.0325867
1566,0.0264283
1567,0.0248451
1568,0.0166483
1569,0.0480603
1570,0.0541442
1571,0.0412856
1572,0.0354987
1573,0.0320368
1574,0.0508064
1575,0.0421144
1576,0.0413999
1577,0.0751786
1578,0.0275301
1579,0.0321547
1580,0.0283839
1581,0.0564502
1582,0.0320562
1583,0.051162
1584,0.0287333
1585,0.0466847
1586,0.0304245
1587,0.0140061
1588,0.0580861
1589,0.046873
1590,0.0138253
1591,0.0626134
1592,0.0564022
1593,0.0551377
1594,0.0339062
1595,0.0296676
1596,0.0165958
1597,0.0346949
1598,0.0487734
1599,0.055879
1600,0.0578456
1601,0.0620558
1602,0.0340473
1603,0.0699275
1604,0.0275372
1605,0.0764022
1606,0.0349986
1607,0.0235811
1608,0.0357115
1609,0.0541689
1610,0.0637823
1611,0.0345494
1612,0.0556578
1613,0.0513665
1614,0.0488047
1615,0.0292498
1616,0.0344105
1617,0.0401153
1618,0.0212109
1619,0.0556398
1620,0.0357713
1621,0.0597978
1622,0.033676
1623,0.0368933
1624,0.0757364
1625,0.0403413
1626,0.0482332
1627,0.0467758
1628,0.0522598
1629,0.046855
1630,0.0577548
1631,0.0427687
1632,0.0361045
1633,0.0444572
1634,0.0806861
1635,0.0435623
1636,0.0219805
1637,0.0284385
1638,0.0218308
1639,0.0365032
1640,0.0366301
1641,0.0352307
1642,0.052697
1643,0.0356118
1644,0.0438742
1645,0.0407793
1646,0.044643
1647,0.0459924
1648,0.0232854
1649,0.055675
1650,0.0548258
1651,0.0523396
1652,0.0489308
1653,0.056056
1654,0.0816523
1655,0.0442622
1656,0.0426163
1657,0.04909
1658,0.0291831
1659,0.0525289
1660,0.0413183
1661,0.0265252
1662,0.0157018
1663,-0.000945901
1664,0.0413836
1665,0.0471451
1666,0.0227518
1667,0.0203488
1668,0.0268445
1669,0.0240689
1670,0.0472769
1671,0.0341668
1672,0.0372857
1673,0.0453313
1674,0.0269188
1675,0.0408693
1676,0.0475368
1677,0.0548645
1678,0.0354464
1679,0.0300477
1680,0.048035
